"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"09/05/2013","GOIL","1.47","0.62","1.47","1.47","1.47","1.47","0","1.47","","0.00",""
"08/05/2013","GOIL","1.47","0.62","1.47","1.47","1.47","1.47","0","1.47","1.60","200.00",""
"07/05/2013","GOIL","1.47","0.62","1.46","1.46","1.47","1.47","0.01","1.47","","43,200.00",""
"06/05/2013","GOIL","1.46","0.62","1.38","1.38","1.43","1.46","0.08","1.42","1.46","20,700.00",""
"03/05/2013","GOIL","1.38","0.62","1.35","1.35","1.38","1.38","0.03","1.37","1.38","2,900.00",""
"02/05/2013","GOIL","1.35","0.62","1.35","1.35","1.35","1.35","0","1.35","1.50","0.00",""
"30/04/2013","GOIL","1.35","0.62","1.34","1.34","1.35","1.35","0.01","1.36","1.50","89,600.00",""
"29/04/2013","GOIL","1.34","0.62","1.32","1.32","1.35","1.34","0.02","1.34","1.35","28,600.00",""
"26/04/2013","GOIL","1.32","0.62","1.32","1.32","1.33","1.32","0","1.33","1.35","15,400.00",""
"25/04/2013","GOIL","1.32","0.62","1.31","1.31","1.32","1.32","0.01","1.32","1.35","14,700.00",""
"24/04/2013","GOIL","1.31","0.62","1.30","1.30","1.31","1.31","0.01","1.30","1.31","36,500.00",""
"23/04/2013","GOIL","1.30","0.62","1.30","1.30","1.31","1.30","0","1.30","1.31","31,000.00",""
"22/04/2013","GOIL","1.30","0.62","1.30","1.30","1.31","1.30","0","1.31","","16,200.00",""
"19/04/2013","GOIL","1.30","0.62","1.27","1.27","1.30","1.30","0.03","1.30","1.32","5,700.00",""
"18/04/2013","GOIL","1.27","0.62","1.25","1.25","1.17","1.27","0.02","1.28","1.30","8,400.00",""
"17/04/2013","GOIL","1.25","0.62","1.24","1.24","1.17","1.25","0.01","1.26","","5,800.00",""
"16/04/2013","GOIL","1.24","0.62","1.21","1.21","1.17","1.24","0.03","1.23","","1,000.00",""
"15/04/2013","GOIL","1.21","0.62","1.17","1.17","1.17","1.21","0.04","1.21","","14,100.00",""
"12/04/2013","GOIL","1.17","0.62","1.14","1.14","1.16","1.17","0.03","1.16","1.20","16,700.00",""
"11/04/2013","GOIL","1.14","0.62","1.10","1.10","1.14","1.14","0.04","1.14","","7,100.00",""
"10/04/2013","GOIL","1.10","0.62","1.08","1.08","1.11","1.10","0.02","1.10","","6,800.00",""
"09/04/2013","GOIL","1.08","0.62","1.07","1.07","1.08","1.08","0.01","","1.08","1,500.00",""
"08/04/2013","GOIL","1.07","0.62","1.07","1.07","1.07","1.07","0","1.07","","23,200.00",""
"05/04/2013","GOIL","1.07","0.62","1.06","1.06","1.07","1.07","0.01","1.07","1.10","21,000.00",""
"04/04/2013","GOIL","1.06","0.62","1.04","1.04","1.05","1.06","0.02","1.06","1.07","10,200.00",""
"03/04/2013","GOIL","1.04","0.62","1.04","1.04","1.04","1.04","0","1.04","","500.00",""
"02/04/2013","GOIL","1.04","0.62","1.04","1.04","1.05","1.04","0","","10.40","0.00",""
"28/03/2013","GOIL","1.04","0.62","1.03","1.03","1.05","1.04","0.01","1.05","","147,100.00",""
"27/03/2013","GOIL","1.03","0.62","1.02","1.02","1.03","1.03","0.01","1.03","","48,400.00",""
"26/03/2013","GOIL","1.02","0.62","1.02","1.02","1.02","1.02","0","1.02","","3,500.00",""
"25/03/2013","GOIL","1.02","0.62","1.00","1.00","1.00","1.02","0.02","1.02","","4,400.00",""
"22/03/2013","GOIL","1.00","0.62","1.00","1.00","1.00","1.00","0","1.00","1.02","13,000.00",""
"21/03/2013","GOIL","1.00","0.62","0.99","0.99","0.99","1.00","0.01","1.00","","4,500.00",""
"20/03/2013","GOIL","0.99","0.62","0.97","0.97","0.99","0.99","0.02","0.99","","16,500.00",""
"19/03/2013","GOIL","0.97","0.62","0.97","0.97","0.97","0.97","0","0.98","","0.00",""
"18/03/2013","GOIL","0.97","0.62","0.97","0.97","0.97","0.97","0","0.97","","500.00",""
"15/03/2013","GOIL","0.97","0.62","0.96","0.96","0.98","0.97","0.01","0.97","1.00","26,300.00",""
"14/03/2013","GOIL","0.96","0.62","0.95","0.95","0.96","0.96","0.01","0.96","","30,200.00",""
"13/03/2013","GOIL","0.95","0.62","0.93","0.93","0.95","0.95","0.02","0.95","1.00","125,100.00",""
"12/03/2013","GOIL","0.93","0.62","0.92","0.92","0.92","0.93","0.01","0.92","0.93","16,000.00",""
"11/03/2013","GOIL","0.92","0.62","0.92","0.92","0.92","0.92","0","0.92","","8,100.00",""
"08/03/2013","GOIL","0.92","0.62","0.91","0.91","0.92","0.92","0.01","0.92","","5,600.00",""
"07/03/2013","GOIL","0.91","0.62","0.91","0.91","0.91","0.91","0","0.91","","0.00",""
"05/03/2013","GOIL","0.91","0.62","0.91","0.91","0.91","0.91","0","0.91","","4,700.00",""
"04/03/2013","GOIL","0.91","0.62","0.90","0.90","0.92","0.91","0.01","0.91","","28,800.00",""
"01/03/2013","GOIL","0.89","0.62","0.89","0.89","0.90","0.90","0.01","0.89","","38,800.00",""
"28/02/2013","GOIL","0.89","0.62","0.87","0.87","0.89","0.89","0.02","0.87","0.89","10,000.00",""
"27/02/2013","GOIL","0.88","0.62","0.87","0.87","0.87","0.87","0","0.87","0.88","13,400.00",""
"26/02/2013","GOIL","0.88","0.62","0.87","0.87","0.87","0.87","0","0.87","0.88","3,900.00",""
"25/02/2013","GOIL","0.88","0.62","0.87","0.87","0.87","0.87","0","0.87","0.88","19,900.00",""
"22/02/2013","GOIL","0.88","0.62","0.88","0.88","0.87","0.87","-0.01","0.87","","3,500.00",""
"21/02/2013","GOIL","0.88","0.62","0.88","0.88","0.88","0.88","0","0.88","0.90","3,400.00",""
"20/02/2013","GOIL","0.88","0.62","0.86","0.86","0.88","0.88","0.02","0.87","0.90","129,600.00",""
"19/02/2013","GOIL","0.86","0.62","0.85","0.85","0.86","0.86","0.01","0.86","0.89","33,900.00",""
"18/02/2013","GOIL","0.85","0.62","0.85","0.85","0.85","0.85","0","0.85","0.90","32,100.00",""
"15/02/2013","GOIL","0.85","0.62","0.85","0.85","0.85","0.85","0","","0.89","5,200.00",""
"14/02/2013","GOIL","0.85","0.62","0.82","0.82","0.85","0.85","0.03","0.82","0.85","41,600.00",""
"13/02/2013","GOIL","0.82","0.62","0.82","0.82","0.82","0.82","0","0.82","","26,000.00",""
"12/02/2013","GOIL","0.82","0.62","0.80","0.80","0.82","0.82","0.02","0.82","0.83","23,400.00",""
"11/02/2013","GOIL","0.80","0.62","0.77","0.77","0.81","0.80","0.03","0.80","","10,400.00",""
"08/02/2013","GOIL","0.77","0.62","0.74","0.74","0.74","0.77","0.03","0.77","","18,600.00",""
"07/02/2013","GOIL","0.74","0.62","0.74","0.74","0.74","0.74","0","0.74","0.75","10,700.00",""
"06/02/2013","GOIL","0.74","0.62","0.70","0.70","0.74","0.74","0.04","0.74","","73,600.00",""
"05/02/2013","GOIL","0.70","0.62","0.70","0.70","0.70","0.70","0","0.70","0.75","35,700.00",""
"04/02/2013","GOIL","0.70","0.62","0.69","0.69","0.70","0.70","0.01","0.69","0.70","27,400.00",""
"01/02/2013","GOIL","0.69","0.62","0.68","0.68","0.69","0.69","0.01","0.69","","14,400.00",""
"31/01/2013","GOIL","0.68","0.62","0.67","0.67","0.68","0.68","0.01","0.68","","20,000.00",""
"30/01/2013","GOIL","0.67","0.62","0.66","0.66","0.67","0.67","0.01","","0.67","5,000.00",""
"29/01/2013","GOIL","0.67","0.62","0.66","0.66","0.66","0.66","0","0.67","","0.00",""
"28/01/2013","GOIL","0.67","0.62","0.67","0.67","0.67","0.66","-0.01","","","48,100.00",""
"25/01/2013","GOIL","0.67","0.62","0.66","0.66","0.67","0.67","0.01","0.67","","3,300.00",""
"24/01/2013","GOIL","0.66","0.62","0.66","0.66","0.65","0.66","0","0.67","","47,300.00",""
"23/01/2013","GOIL","0.66","0.62","0.65","0.65","0.65","0.66","0.01","0.65","0.66","11,100.00",""
"22/01/2013","GOIL","0.65","0.62","0.65","0.65","0.65","0.65","0","0.65","0.66","22,900.00",""
"21/01/2013","GOIL","0.65","0.62","0.64","0.64","0.65","0.65","0.01","0.64","0.65","8,900.00",""
"18/01/2013","GOIL","0.64","0.62","0.64","0.64","0.64","0.64","0","0.64","0.65","19,000.00",""
"17/01/2013","GOIL","0.64","0.62","0.64","0.64","0.64","0.64","0","0.64","0.65","11,000.00",""
"16/01/2013","GOIL","0.64","0.62","0.64","0.64","0.64","0.64","0","0.64","","11,100.00",""
"15/01/2013","GOIL","0.64","0.62","0.63","0.63","0.63","0.64","0.01","0.64","","31,000.00",""
"14/01/2013","GOIL","0.63","0.62","0.63","0.63","0.63","0.63","0","0.63","","2,600.00",""
"11/01/2013","GOIL","0.63","0.62","0.63","0.63","0.63","0.63","0","0.63","","1,200.00",""
"10/01/2013","GOIL","0.63","0.62","0.63","0.63","0.63","0.63","0","0.63","","2,500.00",""
"09/01/2013","GOIL","0.63","0.62","0.62","0.62","0.63","0.63","0.01","0.63","","11,700.00",""
"08/01/2013","GOIL","0.62","0.62","0.62","0.62","0.62","0.62","0","0.62","0.63","0.00",""
"07/01/2013","GOIL","0.62","0.62","0.62","0.62","0.62","0.62","0","0.62","0.63","19,400.00",""
"04/01/2013","GOIL","0.62","0.62","0.62","0.62","0.62","0.62","0","0.62","0.63","0.00",""
"03/01/2013","GOIL","0.62","0.62","0.62","0.62","0.62","0.62","0","0.62","0.63","8,200.00",""
"02/01/2013","GOIL","0.62","0.62","0.62","0.62","0.62","0.62","0","0.62","","10,000.00",""
"31/12/2012","GOIL","0.62","0.32","0.62","0.62","0.62","0.62","0","0.62","","10,000.00",""
"28/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.62","0.01","0.61","0.62","54,900.00",""
"27/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","0.62","0.00",""
"24/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","0.62","2,600.00",""
"21/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","0.62","0.00",""
"20/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","0.62","0.00",""
"19/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","0.62","1,000.00",""
"18/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","","0.00",""
"17/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","","8,000.00",""
"14/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","","8,900.00",""
"13/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","","0.00",""
"12/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","","500.00",""
"11/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","","10,000.00",""
"10/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","","12,600.00",""
"06/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","","11,500.00",""
"05/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.60","","15,600.00",""
"04/12/2012","GOIL","0.62","0.32","0.62","0.62","0.61","0.61","-0.01","0.61","","300.00",""
"04/12/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.61","0","0.61","","1,300.00",""
"30/11/2012","GOIL","0.62","0.32","0.62","0.62","0.62","0.62","0","0.61","0.00","51,000.00",""
"29/11/2012","GOIL","0.62","0.32","0.62","0.62","0.62","0.62","0","0.61","0.62","0.00",""
"28/11/2012","GOIL","0.62","0.32","0.62","0.62","0.62","0.62","0","0.60","0.61","0.00",""
"27/11/2012","GOIL","0.62","0.32","0.62","0.62","0.62","0.62","0","0.60","","10,700.00",""
"23/11/2012","GOIL","0.62","0.32","0.62","0.62","0.62","0.62","0","0.62","","0.00",""
"22/11/2012","GOIL","0.62","0.32","0.62","0.62","0.62","0.62","0","0.61","","0.00",""
"21/11/2012","GOIL","0.62","0.32","0.61","0.61","0.61","0.62","0.01","0.61","","795,700.00",""
"20/11/2012","GOIL","0.61","0.32","0.61","0.61","0.62","0.61","0","0.61","0.62","4,100.00",""
"19/11/2012","GOIL","0.61","0.32","0.61","0.61","0.61","0.61","0","0.60","","172,000.00",""
"16/11/2012","GOIL","0.61","0.32","0.60","0.60","0.61","0.61","0.01","0.61","","17,000.00",""
"15/11/2012","GOIL","0.60","0.32","0.60","0.60","0.60","0.60","0","0.60","0.62","28,800.00",""
"14/11/2012","GOIL","0.55","0.32","0.60","0.60","0.60","0.60","0","0.60","","0.00",""
"13/11/2012","GOIL","0.55","0.32","0.60","0.60","0.60","0.60","0","0.60","","3,200.00",""
"12/11/2012","GOIL","0.55","0.32","0.60","0.60","0.60","0.60","0","0.60","","12,800.00",""
"09/11/2012","GOIL","0.55","0.32","0.60","0.60","0.60","0.60","0","0.60","","3,400.00",""
"08/11/2012","GOIL","0.55","0.32","0.60","0.60","0.60","0.60","0","0.60","0.61","300.00",""
"07/11/2012","GOIL","0.55","0.32","0.60","0.60","0.60","0.60","0","0.60","","6,000.00",""
"06/11/2012","GOIL","0.55","0.32","0.60","0.60","0.60","0.60","0","0.60","","8,000.00",""
"05/11/2012","GOIL","0.55","0.32","0.60","0.60","0.60","0.60","0","0.60","","12,100.00",""
"02/11/2012","GOIL","0.55","0.32","0.60","0.60","0.60","0.60","0","0.60","","59,900.00",""
"01/11/2012","GOIL","0.55","0.32","0.60","0.60","0.60","0.60","0","0.60","","16,100.00",""
"31/10/2012","GOIL","0.55","0.32","0.59","0.59","0.60","0.60","0.01","","","50,000.00",""
"30/10/2012","GOIL","0.55","0.32","0.60","0.60","0.59","0.59","-0.01","0.57","","26,500.00",""
"29/10/2012","GOIL","0.55","0.32","0.59","0.59","0.60","0.60","0.01","0.57","0.60","11,300.00",""
"25/10/2012","GOIL","0.55","0.32","0.59","0.59","0.59","0.59","0","0.57","","32,900.00",""
"24/10/2012","GOIL","0.55","0.32","0.59","0.59","0.59","0.59","0","0.56","0.59","600.00",""
"23/10/2012","GOIL","0.55","0.32","0.59","0.59","0.59","0.59","0","0.56","0.59","0.00",""
"22/10/2012","GOIL","0.55","0.32","0.59","0.59","0.59","0.59","0","0.56","0.59","0.00",""
"19/10/2012","GOIL","0.55","0.32","0.59","0.59","0.59","0.59","0","0.56","","27,500.00",""
"18/10/2012","GOIL","0.55","0.32","0.56","0.56","0.59","0.59","0.03","0.56","0.59","381,800.00",""
"17/10/2012","GOIL","0.55","0.32","0.56","0.56","0.56","0.56","0","0.56","0.57","1,500.00",""
"16/10/2012","GOIL","0.55","0.32","0.55","0.55","0.56","0.56","0.01","0.56","","41,500.00",""
"15/10/2012","GOIL","0.55","0.32","0.55","0.55","0.55","0.55","0","0.55","0.56","76,300.00",""
"12/10/2012","GOIL","0.55","0.32","0.55","0.55","0.55","0.55","0","0.55","0.56","68,900.00",""
"11/10/2012","GOIL","0.55","0.32","0.55","0.55","0.55","0.55","0","0.55","0.56","6,100.00",""
"10/10/2012","GOIL","0.55","0.32","0.56","0.56","0.55","0.55","-0.01","0.55","0.56","17,500.00",""
"09/10/2012","GOIL","0.55","0.32","0.55","0.55","0.56","0.56","0.01","0.56","","8,800.00",""
"08/10/2012","GOIL","0.55","0.32","0.55","0.55","0.55","0.55","0","0.55","0.56","2,500.00",""
"05/10/2012","GOIL","0.55","0.32","0.55","0.55","0.55","0.55","0","0.55","","1,100.00",""
"04/10/2012","GOIL","0.55","0.32","0.55","0.55","0.55","0.55","0","0.55","","20,200.00",""
"03/10/2012","GOIL","0.55","0.32","0.55","0.55","0.55","0.55","0","0.55","","20,600.00",""
"02/10/2012","GOIL","0.55","0.32","0.55","0.55","0.55","0.55","0","0.55","","2,700.00",""
"01/10/2012","GOIL","0.55","0.32","0.55","0.55","0.55","0.55","0","0.55","0.56","2,900.00",""
"28/09/2012","GOIL","0.55","0.32","0.55","0.55","0.55","0.55","0","0.55","0.56","30,900.00",""
"27/09/2012","GOIL","0.55","0.32","0.55","0.55","0.55","0.55","0","0.55","","40,400.00",""
"26/09/2012","GOIL","0.55","0.32","0.55","0.55","0.55","0.55","0","0.55","","20,800.00",""
"25/09/2012","GOIL","0.55","0.32","0.55","0.55","0.55","0.55","0","0.54","0.55","10,200.00",""
"24/09/2012","GOIL","0.55","0.32","0.54","0.54","0.55","0.55","0.01","0.54","0.56","114,100.00",""
"20/09/2012","GOIL","0.55","0.32","0.54","0.54","0.54","0.54","0","0.54","0.55","300.00",""
"19/09/2012","GOIL","0.55","0.32","0.54","0.54","0.54","0.54","0","0.54","0.55","5,000.00",""
"18/09/2012","GOIL","0.55","0.32","0.54","0.54","0.54","0.54","0","0.54","0.55","6,100.00",""
"17/09/2012","GOIL","0.55","0.32","0.54","0.54","0.54","0.54","0","0.54","","57,300.00",""
"14/09/2012","GOIL","0.55","0.32","0.54","0.54","0.54","0.54","0","0.54","","8,000.00",""
"13/09/2012","GOIL","0.55","0.32","0.55","0.55","0.54","0.54","-0.01","0.54","","9,000.00",""
"12/09/2012","GOIL","0.55","0.32","0.54","0.54","0.54","0.55","0.01","0.54","0.55","39,200.00",""
"11/09/2012","GOIL","0.54","0.32","0.54","0.54","0.54","0.54","0","0.54","0.55","7,600.00",""
"10/09/2012","GOIL","0.54","0.32","0.54","0.54","0.54","0.54","0","0.54","","6,800.00",""
"07/09/2012","GOIL","0.54","0.32","0.54","0.54","0.54","0.54","0","0.54","","2,300.00",""
"06/09/2012","GOIL","0.54","0.32","0.54","0.54","0.54","0.54","0","0.54","","18,000.00",""
"05/09/2012","GOIL","0.54","0.32","0.54","0.54","0.54","0.54","0","0.54","","4,800.00",""
"04/09/2012","GOIL","0.53","0.32","0.54","0.54","0.54","0.54","0","0.54","","3,100.00",""
"03/09/2012","GOIL","0.53","0.32","0.54","0.54","0.54","0.54","0","0.54","","15,700.00",""
"31/08/2012","GOIL","0.53","0.32","0.54","0.54","0.54","0.54","0","0.54","","1,300.00",""
"30/08/2012","GOIL","0.53","0.32","0.53","0.53","0.54","0.54","0.01","0.54","","1,000.00",""
"29/08/2012","GOIL","0.53","0.32","0.53","0.53","0.53","0.53","0","0.53","","48,700.00",""
"28/08/2012","GOIL","0.53","0.32","0.53","0.53","0.53","0.53","0","0.53","","177,700.00",""
"27/08/2012","GOIL","0.53","0.32","0.52","0.52","0.52","0.53","0.01","0.52","0.53","6,400.00",""
"24/08/2012","GOIL","0.53","0.32","0.52","0.52","0.52","0.52","0","0.52","0.53","26,100.00",""
"23/08/2012","GOIL","0.53","0.32","0.52","0.52","0.52","0.52","0","0.52","0.53","12,300.00",""
"22/08/2012","GOIL","0.53","0.32","0.52","0.52","0.52","0.52","0","0.52","0.53","18,300.00",""
"21/08/2012","GOIL","0.53","0.32","0.52","0.52","0.52","0.52","0","0.52","0.53","61,300.00",""
"17/08/2012","GOIL","0.53","0.32","0.52","0.52","0.52","0.52","0","","0.52","0.00",""
"16/08/2012","GOIL","0.53","0.32","0.53","0.53","0.53","0.52","-0.01","","0.25","3,000.00",""
"15/08/2012","GOIL","0.53","0.32","0.53","0.53","0.53","0.53","0","0.52","0.53","105,100.00",""
"14/08/2012","GOIL","0.53","0.32","0.53","0.53","0.53","0.53","0","","0.52","0.00",""
"13/08/2012","GOIL","0.53","0.32","0.52","0.52","0.53","0.53","0.01","","0.53","174,600.00",""
"09/08/2012","GOIL","0.53","0.32","0.52","0.52","0.52","0.52","0","","0.52","0.00",""
"08/08/2012","GOIL","0.53","0.32","0.52","0.52","0.52","0.52","0","","0.52","23,700.00",""
"07/08/2012","GOIL","0.53","0.32","0.53","0.53","0.52","0.52","-0.01","","0.53","10,700.00",""
"06/08/2012","GOIL","0.53","0.32","0.52","0.52","0.53","0.53","0.01","0.52","0.53","197,200.00",""
"03/08/2012","GOIL","0.52","0.32","0.52","0.52","0.52","0.52","0","0.46","0.52","0.00",""
"02/08/2012","GOIL","0.52","0.32","0.52","0.52","0.52","0.52","0","","0.53","1,100.00",""
"01/08/2012","GOIL","0.52","0.32","0.52","0.52","0.52","0.52","0","0.52","0.53","0.00",""
"31/07/2012","GOIL","0.52","0.32","0.52","0.52","0.52","0.52","0","0.52","","17,400.00",""
"30/07/2012","GOIL","0.52","0.32","0.52","0.52","0.52","0.52","0","0.52","","36,200.00",""
"27/07/2012","GOIL","0.52","0.32","0.51","0.51","0.52","0.52","0.01","0.52","","20,600.00",""
"26/07/2012","GOIL","0.51","0.32","0.51","0.51","0.51","0.51","0","0.51","0.52","0.00",""
"25/07/2012","GOIL","0.51","0.32","0.51","0.51","0.52","0.51","0","0.52","","56,700.00",""
"24/07/2012","GOIL","0.51","0.32","0.51","0.51","0.51","0.51","0","","2.75","31,400.00",""
"23/07/2012","GOIL","0.51","0.32","0.50","0.50","0.51","0.51","0.01","0.50","","356,200.00",""
"19/07/2012","GOIL","0.50","0.32","0.50","0.50","0.50","0.50","0","0.49","0.51","104,100.00",""
"18/07/2012","GOIL","0.50","0.32","0.49","0.49","0.50","0.50","0.01","0.49","0.51","233,800.00",""
"17/07/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","40,800.00",""
"16/07/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","200.00",""
"13/07/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","27,600.00",""
"12/07/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","3,500.00",""
"11/07/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","60,800.00",""
"10/07/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","2,500.00",""
"09/07/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","72,400.00",""
"06/07/2012","GOIL","0.50","0.32","0.49","0.49","0.50","0.49","0","0.49","0.50","55,500.00",""
"05/07/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","3,700.00",""
"04/07/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","34,000.00",""
"03/07/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","1,500.00",""
"29/06/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","15,500.00",""
"28/06/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","88,600.00",""
"27/06/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","3,700.00",""
"26/06/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","110,300.00",""
"25/06/2012","GOIL","0.50","0.32","0.48","0.48","0.49","0.49","0.01","0.48","0.50","384,900.00",""
"22/06/2012","GOIL","0.50","0.32","0.48","0.48","0.47","0.48","0","0.48","0.49","129,200.00",""
"21/06/2012","GOIL","0.50","0.32","0.48","0.48","0.47","0.48","0","0.48","0.49","129,200.00",""
"20/06/2012","GOIL","0.50","0.32","0.49","0.49","0.47","0.48","-0.01","0.47","0.48","25,100.00",""
"19/06/2012","GOIL","0.50","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","40,800.00",""
"18/06/2012","GOIL","0.50","0.32","0.50","0.50","0.50","0.49","-0.01","0.49","0.50","30,500.00",""
"15/06/2012","GOIL","0.50","0.32","0.49","0.49","0.50","0.50","0.01","0.49","0.50","4,300.00",""
"14/06/2012","GOIL","0.49","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","88,800.00",""
"13/06/2012","GOIL","0.49","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","46,500.00",""
"12/06/2012","GOIL","0.49","0.32","0.49","0.49","0.49","0.49","0","0.49","0.50","172,600.00",""
"11/06/2012","GOIL","0.47","0.32","0.49","0.49","0.49","0.48","-0.01","0.49","","141,200.00",""
"08/06/2012","GOIL","0.47","0.32","0.49","0.49","0.49","0.48","-0.01","0.49","","141,200.00",""
"07/06/2012","GOIL","0.47","0.32","0.49","0.49","0.49","0.49","0","0.48","0.49","",""
"06/06/2012","GOIL","0.47","0.32","0.49","0.49","0.49","0.49","0","0.48","0.49","100,200.00",""
"05/06/2012","GOIL","0.47","0.32","0.49","0.49","0.49","0.49","0","0.48","0.49","3,200.00",""
"04/06/2012","GOIL","0.47","0.32","0.47","0.47","0.49","0.49","0.02","0.48","0.49","288,200.00",""
"01/06/2012","GOIL","0.47","0.32","0.47","0.47","0.47","0.47","0","0.47","0.48","5,400.00",""
"31/05/2012","GOIL","0.47","0.32","0.47","0.47","0.47","0.47","0","","0.47","1,000.00",""
"30/05/2012","GOIL","0.47","0.32","0.47","0.47","0.47","0.47","0","0.47","0.48","48,300.00",""
"29/05/2012","GOIL","0.47","0.32","0.46","0.46","0.47","0.47","0.01","0.47","0.49","204,400.00",""
"28/05/2012","GOIL","0.46","0.32","0.46","0.46","0.46","0.46","0","0.46","0.47","109,800.00",""
"24/05/2012","GOIL","0.46","0.32","0.46","0.46","0.46","0.46","0","0.46","0.47","54,800.00",""
"23/05/2012","GOIL","0.46","0.32","0.45","0.45","0.46","0.46","0.01","0.46","","200,200.00",""
"22/05/2012","GOIL","0.45","0.32","0.43","0.43","0.45","0.45","0.02","0.43","0.45","72,600.00",""
"21/05/2012","GOIL","0.43","0.32","0.43","0.43","0.43","0.43","0","0.43","0.45","117,700.00",""
"18/05/2012","GOIL","0.43","0.32","0.41","0.41","0.41","0.43","0.02","0.43","0.44","1,902,600.00",""
"17/05/2012","GOIL","0.41","0.32","0.41","0.41","0.41","0.41","0","0.41","0.42","139,400.00",""
"16/05/2012","GOIL","0.41","0.32","0.41","0.41","0.41","0.41","0","0.41","0.42","138,400.00",""
"15/05/2012","GOIL","0.41","0.32","0.41","0.41","0.41","0.41","0","0.41","0.43","96,700.00",""
"14/05/2012","GOIL","0.41","0.32","0.41","0.41","0.41","0.41","0","0.41","","15,400.00",""
"11/05/2012","GOIL","0.41","0.32","0.39","0.39","0.41","0.41","0.02","0.40","","292,100.00",""
"10/05/2012","GOIL","0.38","0.32","0.39","0.39","0.39","0.39","0","0.39","0.40","71,800.00",""
"09/05/2012","GOIL","0.38","0.32","0.38","0.38","0.39","0.39","0.01","0.39","0.40","155,500.00",""
"08/05/2012","GOIL","0.38","0.32","0.38","0.38","0.38","0.38","0","0.38","0.40","230,100.00",""
"07/05/2012","GOIL","0.38","0.32","0.38","0.38","0.38","0.38","0","0.38","0.40","19,000.00",""
"04/05/2012","GOIL","0.38","0.32","0.38","0.38","0.38","0.38","0","0.38","0.40","274,500.00",""
"03/05/2012","GOIL","0.38","0.32","0.38","0.38","0.38","0.38","0","","0.38","100.00",""
"02/05/2012","GOIL","0.38","0.32","0.38","0.38","0.38","0.38","0","0.38","","43,700.00",""
"30/04/2012","GOIL","0.38","0.32","0.38","0.38","0.38","0.38","0","0.38","","143,400.00",""
"27/04/2012","GOIL","0.38","0.32","0.38","0.38","0.38","0.38","0","0.38","","72,000.00",""
"26/04/2012","GOIL","0.38","0.32","0.38","0.38","0.38","0.38","0","0.38","0.39","160,000.00",""
"25/04/2012","GOIL","0.38","0.32","0.38","0.38","0.38","0.38","0","0.36","0.38","0.00",""
"24/04/2012","GOIL","0.38","0.32","0.36","0.36","0.36","0.38","0.02","","","952,800.00",""
